PassengerId,Survived_pred,Probability
1253,1,0.9845425977234836
1254,1,0.9881010374690014
1255,1,0.6794076144925237
1256,1,0.982770248146226
1257,0,0.007711636416465645
1258,0,0.02696860396759563
1259,0,0.15587450606680373
1260,1,0.9775138760716117
1261,0,0.4714444552206327
1262,0,0.0315317012072226
1263,1,0.9979833597883718
1264,0,0.00768903286314659
1265,0,0.148511237886956
1266,1,0.9705478581026575
1267,1,0.9879930372738691
1268,0,0.01046007787948017
1269,0,0.03192214277087275
1270,0,0.020402725061741536
1271,1,0.7158967739249369
1272,0,0.13507148315663736
1273,0,0.23541121189660683
1274,0,0.2506166746294837
1275,1,0.6128785719850027
1276,0,0.14202091181908683
1277,1,0.9616997055381719
1278,0,0.20030250924921217
1279,0,0.05077882397840182
1280,0,0.10557874169279605
1281,0,0.0035234440601783074
1282,0,0.40450231248330526
1283,1,0.9797003089421791
1284,0,0.02421022550179043
1285,0,0.05190114149663703
1286,0,0.005792137482269695
1287,1,0.9548321579801471
1288,0,0.03640029217134764
1289,1,0.9954064911805018
1290,0,0.20030250924921217
1291,0,0.01748065566337663
1292,1,0.99513356199921
1293,0,0.044490198994477904
1294,1,0.9947699865800012
1295,0,0.02093287440955778
1296,0,0.06428906874309633
1297,1,0.9480456548078235
1298,0,0.04752862452576097
1299,0,0.04085902338179174
1300,1,0.9293636619331412
1301,1,0.8335508894072412
1302,1,0.778893996432289
1303,1,0.991386620821633
1304,1,0.6398471200145711
1305,0,0.0536997384900099
1306,1,0.9761713668737118
1307,0,0.010370975638961112
1308,0,0.0536997384900099
1309,0,0.07151553015272903
